Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"detail_name_product = getText(findTestObject(""Detail Product/detail_name_product""))",Edge Chromium 116,,,2023-08-31 12:42:56,2023-08-31 12:42:57,0.502s,PASSED
"detail_description_product = getText(findTestObject(""Products/detail_description_product""))",Edge Chromium 116,,,2023-08-31 12:42:57,2023-08-31 12:42:57,0.359s,PASSED
"detail_price_product = getText(findTestObject(""Products/detail_product_price""))",Edge Chromium 116,,,2023-08-31 12:42:57,2023-08-31 12:42:58,0.349s,PASSED
"verifyMatch(detail_name_product, name_product_cart, false)",Edge Chromium 116,,,2023-08-31 12:42:58,2023-08-31 12:42:58,0.001s,PASSED
"verifyMatch(detail_description_product, description_product_cart, false)",Edge Chromium 116,,,2023-08-31 12:42:58,2023-08-31 12:42:58,0.001s,PASSED
"verifyMatch(detail_price_product, price_product_cart, false)",Edge Chromium 116,,,2023-08-31 12:42:58,2023-08-31 12:42:58,0.000s,PASSED
,,,,,,,
Test Cases/Keranjang/TC-Cart-Show-001,Edge Chromium 116,User can access cart page,,2023-08-31 12:42:58,2023-08-31 12:43:10,12.977s,PASSED
"callTestCase(findTestCase(""Login/TC-Login-Success-001""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:42:58,2023-08-31 12:43:09,11.332s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:43:09,2023-08-31 12:43:10,0.384s,PASSED
"verifyElementVisible(findTestObject(""Checkout/button_checkout""))",Edge Chromium 116,,,2023-08-31 12:43:10,2023-08-31 12:43:10,0.604s,PASSED
"verifyElementVisible(findTestObject(""Keranjang/button_continue_shopping""))",Edge Chromium 116,,,2023-08-31 12:43:10,2023-08-31 12:43:10,0.375s,PASSED
,,,,,,,
Test Cases/Keranjang/TC-Cart-Show-002,Edge Chromium 116,"User can access cart page after ""add to cart"" 1 product",,2023-08-31 12:43:10,2023-08-31 12:43:26,15.663s,PASSED
"data_cart = callTestCase(findTestCase(""Products/TC-Product-AddCart-001""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:43:11,2023-08-31 12:43:24,13.973s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:43:24,2023-08-31 12:43:25,0.436s,PASSED
"name_product_cart = getText(findTestObject(""Keranjang/name_product_cart""))",Edge Chromium 116,,,2023-08-31 12:43:25,2023-08-31 12:43:25,0.504s,PASSED
"description_product_cart = getText(findTestObject(""Keranjang/description_product_cart""))",Edge Chromium 116,,,2023-08-31 12:43:25,2023-08-31 12:43:26,0.368s,PASSED
"product_price_cart = getText(findTestObject(""Keranjang/product_price_cart""))",Edge Chromium 116,,,2023-08-31 12:43:26,2023-08-31 12:43:26,0.372s,PASSED
"nama_product = data_cart.get(""name_product"")",Edge Chromium 116,,,2023-08-31 12:43:26,2023-08-31 12:43:26,0.000s,PASSED
"deskripsi_produk = data_cart.get(""description_product"")",Edge Chromium 116,,,2023-08-31 12:43:26,2023-08-31 12:43:26,0.000s,PASSED
"harga_produk = data_cart.get(""product_price"")",Edge Chromium 116,,,2023-08-31 12:43:26,2023-08-31 12:43:26,0.000s,PASSED
"verifyMatch(name_product_cart, nama_product, false)",Edge Chromium 116,,,2023-08-31 12:43:26,2023-08-31 12:43:26,0.001s,PASSED
"verifyMatch(description_product_cart, deskripsi_produk, false)",Edge Chromium 116,,,2023-08-31 12:43:26,2023-08-31 12:43:26,0.002s,PASSED
"verifyMatch(product_price_cart, harga_produk, false)",Edge Chromium 116,,,2023-08-31 12:43:26,2023-08-31 12:43:26,0.001s,PASSED
return data_cart,Edge Chromium 116,,,2023-08-31 12:43:26,2023-08-31 12:43:26,0.000s,PASSED
,,,,,,,
Test Cases/Keranjang/TC-Cart-Show-003,Edge Chromium 116,"User can access cart page after ""add to cart"" 2 products",,2023-08-31 12:43:26,2023-08-31 12:43:43,17.202s,PASSED
"data = callTestCase(findTestCase(""Products/TC-Product-AddCart-002""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:43:27,2023-08-31 12:43:42,15.282s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:43:42,2023-08-31 12:43:42,0.389s,PASSED
"name_product_list = findWebElements(findTestObject(""Object Repository/Keranjang/product_list_cart""), 10)",Edge Chromium 116,,,2023-08-31 12:43:42,2023-08-31 12:43:43,0.437s,PASSED
"description_product_list = findWebElements(findTestObject(""Object Repository/Keranjang/description_product_list""), 10)",Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.342s,PASSED
"price_product_list = findWebElements(findTestObject(""Object Repository/Keranjang/price_product_price""), 10)",Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.346s,PASSED
defult_name_product_list = new java.util.ArrayList(),Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.000s,PASSED
defult_description_product_list = new java.util.ArrayList(),Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.000s,PASSED
defult_price_product_list = new java.util.ArrayList(),Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.001s,PASSED
"for ([i = 0, i < name_product_list.size(), (i++)])",Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.065s,PASSED
"assert data.get(""name_product_list"") == defult_name_product_list",Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.001s,PASSED
"assert data.get(""description_product_list"") == defult_description_product_list",Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.000s,PASSED
"assert data.get(""price_product_list"") == defult_price_product_list",Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.001s,PASSED
return data,Edge Chromium 116,,,2023-08-31 12:43:43,2023-08-31 12:43:43,0.000s,PASSED
,,,,,,,
Test Cases/Keranjang/TC-Cart-Remove-001,Edge Chromium 116,User meremove product pada keranjang,,2023-08-31 12:43:43,2023-08-31 12:44:00,16.902s,PASSED
"callTestCase(findTestCase(""Keranjang/TC-Cart-Show-002""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:43:44,2023-08-31 12:44:00,16.195s,PASSED
"click(findTestObject(""Keranjang/remove_button_from_cart""))",Edge Chromium 116,,,2023-08-31 12:44:00,2023-08-31 12:44:00,0.350s,PASSED
,,,,,,,
Test Cases/Chcekout/TC-Checkout-Success-001,Edge Chromium 116,User Melakukan Checkout 1 barang,,2023-08-31 12:44:00,2023-08-31 12:44:21,20.740s,PASSED
"data = callTestCase(findTestCase(""Products/TC-Product-AddCart-001""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:44:01,2023-08-31 12:44:14,13.700s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:44:14,2023-08-31 12:44:15,0.355s,PASSED
"name_product_cart = data.get(""name_product"")",Edge Chromium 116,,,2023-08-31 12:44:15,2023-08-31 12:44:15,0.001s,PASSED
"description_product_cart = data.get(""description_product"")",Edge Chromium 116,,,2023-08-31 12:44:15,2023-08-31 12:44:15,0.000s,PASSED
"price_product_cart = data.get(""product_price"")",Edge Chromium 116,,,2023-08-31 12:44:15,2023-08-31 12:44:15,0.000s,PASSED
"click(findTestObject(""Checkout/button_checkout""))",Edge Chromium 116,,,2023-08-31 12:44:15,2023-08-31 12:44:15,0.494s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_firstName""), ""nama depan pembeli"")",Edge Chromium 116,,,2023-08-31 12:44:15,2023-08-31 12:44:16,1.014s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_lastName""), ""nama belakang pembeli"")",Edge Chromium 116,,,2023-08-31 12:44:16,2023-08-31 12:44:17,0.897s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_postalCode""), ""alamat pos"")",Edge Chromium 116,,,2023-08-31 12:44:17,2023-08-31 12:44:18,0.862s,PASSED
"click(findTestObject(""Checkout/input_continue""))",Edge Chromium 116,,,2023-08-31 12:44:18,2023-08-31 12:44:18,0.524s,PASSED
"name_overview = getText(findTestObject(""Checkout/name_overview""))",Edge Chromium 116,,,2023-08-31 12:44:18,2023-08-31 12:44:19,0.500s,PASSED
"description_overview = getText(findTestObject(""Checkout/description_overview""))",Edge Chromium 116,,,2023-08-31 12:44:19,2023-08-31 12:44:19,0.339s,PASSED
"price_overview = getText(findTestObject(""Checkout/price_overview""))",Edge Chromium 116,,,2023-08-31 12:44:19,2023-08-31 12:44:20,0.349s,PASSED
"price_overview_rep = price_overview.replace(""$"", """")",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.001s,PASSED
harga_barang = Double.parseDouble(price_overview_rep),Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
println(price_overview_rep),Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
"verifyMatch(name_overview, name_product_cart, false)",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.002s,PASSED
"verifyMatch(description_overview, description_product_cart, false)",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.002s,PASSED
"verifyMatch(price_overview, price_product_cart, false)",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.002s,PASSED
"item_total = getText(findTestObject(""Checkout/item_total""))",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.321s,PASSED
"item_total_fix = replace(""Item total: $"", """").trim()",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
price = Double.parseDouble(item_total_fix),Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
assert price == harga_barang,Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
"tax_ori = getText(findTestObject(""Checkout/tax""))",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.342s,PASSED
"tax_rep = replace(""Tax: $"", """").trim()",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
pajak = Double.parseDouble(tax_rep),Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
tax = Math.round(price * 0.08 * 100) / 100,Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.011s,PASSED
println(tax),Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
assert pajak == tax,Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
total = price + pajak,Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
println(total),Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:20,0.000s,PASSED
"total_price = getText(findTestObject(""Checkout/total_harga""))",Edge Chromium 116,,,2023-08-31 12:44:20,2023-08-31 12:44:21,0.315s,PASSED
"total_price_rep = replace(""Total: $"", """").trim()",Edge Chromium 116,,,2023-08-31 12:44:21,2023-08-31 12:44:21,0.000s,PASSED
total_price_double = Double.parseDouble(total_price_rep),Edge Chromium 116,,,2023-08-31 12:44:21,2023-08-31 12:44:21,0.000s,PASSED
assert total == total_price_double,Edge Chromium 116,,,2023-08-31 12:44:21,2023-08-31 12:44:21,0.000s,PASSED
"click(findTestObject(""Checkout/button_Finish""))",Edge Chromium 116,,,2023-08-31 12:44:21,2023-08-31 12:44:21,0.382s,PASSED
,,,,,,,
Test Cases/Chcekout/TC-Checkout-Success-002,Edge Chromium 116,User Melakukan Checkout 2 barang,,2023-08-31 12:44:21,2023-08-31 12:44:45,24.104s,PASSED
"data = callTestCase(findTestCase(""Products/TC-Product-AddCart-002""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:44:21,2023-08-31 12:44:38,16.483s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:44:38,2023-08-31 12:44:38,0.386s,PASSED
"click(findTestObject(""Checkout/button_checkout""))",Edge Chromium 116,,,2023-08-31 12:44:38,2023-08-31 12:44:39,0.496s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_firstName""), ""nama depan pembeli"")",Edge Chromium 116,,,2023-08-31 12:44:39,2023-08-31 12:44:40,0.927s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_lastName""), ""nama belakang pembeli"")",Edge Chromium 116,,,2023-08-31 12:44:40,2023-08-31 12:44:41,0.948s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_postalCode""), ""alamat pos"")",Edge Chromium 116,,,2023-08-31 12:44:41,2023-08-31 12:44:41,0.909s,PASSED
"click(findTestObject(""Checkout/input_continue""))",Edge Chromium 116,,,2023-08-31 12:44:41,2023-08-31 12:44:42,0.521s,PASSED
"name_list = findWebElements(findTestObject(""Object Repository/Checkout/name_list""), 10)",Edge Chromium 116,,,2023-08-31 12:44:42,2023-08-31 12:44:42,0.464s,PASSED
"desc_list = findWebElements(findTestObject(""Object Repository/Checkout/desc_list""), 10)",Edge Chromium 116,,,2023-08-31 12:44:42,2023-08-31 12:44:43,0.357s,PASSED
"price_list = findWebElements(findTestObject(""Object Repository/Checkout/price_list""), 10)",Edge Chromium 116,,,2023-08-31 12:44:43,2023-08-31 12:44:43,0.352s,PASSED
defult_name_product_list = new java.util.ArrayList(),Edge Chromium 116,,,2023-08-31 12:44:43,2023-08-31 12:44:43,0.000s,PASSED
defult_description_product_list = new java.util.ArrayList(),Edge Chromium 116,,,2023-08-31 12:44:43,2023-08-31 12:44:43,0.000s,PASSED
defult_price_product_list = new java.util.ArrayList(),Edge Chromium 116,,,2023-08-31 12:44:43,2023-08-31 12:44:43,0.000s,PASSED
total_harga = 0.0,Edge Chromium 116,,,2023-08-31 12:44:43,2023-08-31 12:44:43,0.000s,PASSED
"for ([i = 0, i < name_list.size(), (i++)])",Edge Chromium 116,,,2023-08-31 12:44:43,2023-08-31 12:44:43,0.068s,PASSED
println(total_harga),Edge Chromium 116,,,2023-08-31 12:44:43,2023-08-31 12:44:43,0.000s,PASSED
"price = getText(findTestObject(""Checkout/item_total""))",Edge Chromium 116,,,2023-08-31 12:44:43,2023-08-31 12:44:44,0.323s,PASSED
"price_rep = replace(""Item total: $"", """").trim()",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
price_double = Double.parseDouble(price_rep),Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.001s,PASSED
assert total_harga == price_double,Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
tax = Math.round(price_double * 0.08 * 100) / 100,Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
"tax_ori = getText(findTestObject(""Checkout/tax""))",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.334s,PASSED
"tax_rep = replace(""Tax: $"", """").trim()",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
tax_double = Double.parseDouble(tax_rep),Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
assert tax == tax_double,Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
"total_harga_semua = getText(findTestObject(""Checkout/total_harga""))",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.324s,PASSED
"total_harga_rep = replace(""Total: $"", """").trim()",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.001s,PASSED
total_double = Double.parseDouble(total_harga_rep),Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
total_harga_total = total_harga + tax,Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
assert total_harga_total == total_double,Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
"assert data.get(""name_product_list"") == defult_name_product_list",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.001s,PASSED
"assert data.get(""description_product_list"") == defult_description_product_list",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
"assert data.get(""price_product_list"") == defult_price_product_list",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:44,0.000s,PASSED
"mouseOver(findTestObject(""Checkout/button_Finish""))",Edge Chromium 116,,,2023-08-31 12:44:44,2023-08-31 12:44:45,0.530s,PASSED
"click(findTestObject(""Checkout/button_Finish""))",Edge Chromium 116,,,2023-08-31 12:44:45,2023-08-31 12:44:45,0.357s,PASSED
return data,Edge Chromium 116,,,2023-08-31 12:44:45,2023-08-31 12:44:45,0.000s,PASSED
,,,,,,,
Test Cases/Chcekout/TC-Checkout-Error-001,Edge Chromium 116,user melakukan chekout di halaman Your Cart yang sudah ada isi atau sudah ada produk yang di masukan kedalaman keranjang namun tidak memasukan first name di halaman Chekout : Your Information,,2023-08-31 12:44:45,2023-08-31 12:45:04,19.149s,PASSED
"callTestCase(findTestCase(""Products/TC-Product-AddCart-002""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:44:45,2023-08-31 12:45:01,15.245s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:45:01,2023-08-31 12:45:01,0.383s,PASSED
"click(findTestObject(""Checkout/button_checkout""))",Edge Chromium 116,,,2023-08-31 12:45:01,2023-08-31 12:45:02,0.489s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_lastName""), ""sebarang"")",Edge Chromium 116,,,2023-08-31 12:45:02,2023-08-31 12:45:02,0.872s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_postalCode""), ""sebarang"")",Edge Chromium 116,,,2023-08-31 12:45:02,2023-08-31 12:45:03,0.873s,PASSED
"click(findTestObject(""Checkout/input_continue""))",Edge Chromium 116,,,2023-08-31 12:45:03,2023-08-31 12:45:04,0.507s,PASSED
"error = getText(findTestObject(""Checkout/error message""))",Edge Chromium 116,,,2023-08-31 12:45:04,2023-08-31 12:45:04,0.475s,PASSED
"verifyMatch(error, ""Error: First Name is required"", false)",Edge Chromium 116,,,2023-08-31 12:45:04,2023-08-31 12:45:04,0.002s,PASSED
,,,,,,,
Test Cases/Chcekout/TC-Checkout-Nav-001,Edge Chromium 116,"User batal membeli product pada halaman checkout: overview
",,2023-08-31 12:45:04,2023-08-31 12:45:23,18.677s,PASSED
"callTestCase(findTestCase(""Products/TC-Product-AddCart-001""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:45:05,2023-08-31 12:45:18,13.397s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:45:18,2023-08-31 12:45:18,0.365s,PASSED
"click(findTestObject(""Checkout/button_checkout""))",Edge Chromium 116,,,2023-08-31 12:45:18,2023-08-31 12:45:19,0.523s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_firstName""), ""rida"")",Edge Chromium 116,,,2023-08-31 12:45:19,2023-08-31 12:45:20,0.843s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_lastName""), ""andriani"")",Edge Chromium 116,,,2023-08-31 12:45:20,2023-08-31 12:45:21,0.877s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_postalCode""), ""1018"")",Edge Chromium 116,,,2023-08-31 12:45:21,2023-08-31 12:45:21,0.874s,PASSED
"click(findTestObject(""Checkout/input_continue""))",Edge Chromium 116,,,2023-08-31 12:45:21,2023-08-31 12:45:22,0.509s,PASSED
"click(findTestObject(""Checkout/button_Cancel_overview""))",Edge Chromium 116,,,2023-08-31 12:45:22,2023-08-31 12:45:22,0.519s,PASSED
"verifyElementVisible(findTestObject(""Products/title_product""))",Edge Chromium 116,,,2023-08-31 12:45:22,2023-08-31 12:45:23,0.515s,PASSED
,,,,,,,
Test Cases/Chcekout/TC-Checkout-Error-002,Edge Chromium 116,user cannot continue to the overview page when the user does not fill out the last name information form,,2023-08-31 12:45:23,2023-08-31 12:45:42,19.217s,FAILED
"callTestCase(findTestCase(""Products/TC-Product-AddCart-002""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:45:23,2023-08-31 12:45:38,15.245s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:45:38,2023-08-31 12:45:39,0.396s,PASSED
"click(findTestObject(""Checkout/button_checkout""))",Edge Chromium 116,,,2023-08-31 12:45:39,2023-08-31 12:45:39,0.490s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_firstName""), ""joko"")",Edge Chromium 116,,,2023-08-31 12:45:39,2023-08-31 12:45:40,0.885s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_postalCode""), ""12345"")",Edge Chromium 116,,,2023-08-31 12:45:40,2023-08-31 12:45:41,0.894s,PASSED
"click(findTestObject(""Checkout/input_continue""))",Edge Chromium 116,,,2023-08-31 12:45:41,2023-08-31 12:45:42,0.519s,PASSED
"error = getText(findTestObject(""Checkout/error message""))",Edge Chromium 116,,,2023-08-31 12:45:42,2023-08-31 12:45:42,0.492s,PASSED
"verifyMatch(error, ""Last Name Required"", false)",Edge Chromium 116,,,2023-08-31 12:45:42,2023-08-31 12:45:42,0.002s,FAILED
,,,,,,,
Test Cases/Chcekout/TC-Checkout-Error-003,Edge Chromium 116,User hanya mengosongkan zip/Postal Code.,,2023-08-31 12:45:42,2023-08-31 12:46:01,19.141s,PASSED
"callTestCase(findTestCase(""Products/TC-Product-AddCart-002""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:45:42,2023-08-31 12:45:58,15.228s,PASSED
"click(findTestObject(""Keranjang/icon_cart""))",Edge Chromium 116,,,2023-08-31 12:45:58,2023-08-31 12:45:58,0.385s,PASSED
"click(findTestObject(""Checkout/button_checkout""))",Edge Chromium 116,,,2023-08-31 12:45:58,2023-08-31 12:45:59,0.476s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_firstName""), ""joko"")",Edge Chromium 116,,,2023-08-31 12:45:59,2023-08-31 12:45:59,0.849s,PASSED
"setText(findTestObject(""Checkout/input_Checkout Your Information_lastName""), ""widodo"")",Edge Chromium 116,,,2023-08-31 12:45:59,2023-08-31 12:46:00,0.818s,PASSED
"click(findTestObject(""Checkout/input_continue""))",Edge Chromium 116,,,2023-08-31 12:46:00,2023-08-31 12:46:01,0.631s,PASSED
"error = getText(findTestObject(""Checkout/error message""))",Edge Chromium 116,,,2023-08-31 12:46:01,2023-08-31 12:46:01,0.476s,PASSED
"verifyMatch(error, ""Error: Postal Code is required"", false)",Edge Chromium 116,,,2023-08-31 12:46:01,2023-08-31 12:46:01,0.001s,PASSED
,,,,,,,
Test Cases/Logout/logout,Edge Chromium 116,User melakukan logout dari hamburger,,2023-08-31 12:46:01,2023-08-31 12:46:15,13.459s,PASSED
"callTestCase(findTestCase(""Login/TC-Login-Success-001""), [:], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-31 12:46:01,2023-08-31 12:46:13,12.070s,PASSED
"click(findTestObject(""Logout/button_burger""))",Edge Chromium 116,,,2023-08-31 12:46:13,2023-08-31 12:46:14,0.374s,PASSED
"click(findTestObject(""Logout/button_logout""))",Edge Chromium 116,,,2023-08-31 12:46:14,2023-08-31 12:46:14,0.560s,PASSED
"verifyElementPresent(findTestObject(""login/button_login""), 0)",Edge Chromium 116,,,2023-08-31 12:46:14,2023-08-31 12:46:15,0.449s,PASSED
